d9dbe62bf4935733ab3edab23789e9ce	a purple flower in the middle of a field.	OOD
ed45b0b382b232cf0b97a69161fc9050	a green plant with leaves growing on a tree.	OOD
9a37b40251a1339054d6cd538a6dcd69	a green plant with large green leaves on the ground.	OOD
59a8a0cbd487c5fbb2f849bb7b92d58d	a white flower in the grass in the field.	OOD
83805d5454ae9ae19a5423451443203f	a bunch of red and pink leaves on the ground.	OOD
ad6db893f5ef8d926a009e81a14192a2	a close up of a green plant with leaves.	OOD
1bdbcd0b7c54cacd390940e859310b62	a small green leaf on a persons hand.	OOD
55360610b81d483eccdeee57d54a9ae9	a green plant with leaves on the ground.	OOD
b5edb2c14206e954960073aad505d591	a close up of a purple flower.	OOD
bce3f3952d0a8bc034145d88618005af	a group of white flowers on a tree branch.	OOD
b83217bc25755bd12b6c248c9d4755b8	a bunch of flowers in a garden.	OOD
c10e42d77ba11b3e563bb5c64823bf91	a couple of purple flowers in the grass.	OOD
bf34625357b34211bd28278d89bf7c31	a white flower is in a field of green plants.	OOD
ac87392249785ad97e1c47c9c0baf8f4	a green plant with leaves on a field.	OOD
e8f4c8fe97f9eb0514bc65bcebe28725	a hand holding a finger with a plant in the background.	OOD
0d02efba6228596a851345f21b691b5f	a yellow flower on a branch of a tree.	OOD
17f388d7362690d22ac842a6b28199be	a green plant growing in the grass.	OOD
2fcc821ada77695e23d1a3e533e10d9c	a green plant growing in the middle of a pile of leaves.	OOD
d31b0f7d2c7d5631668a9916179cf411	a group of purple flowers in the grass.	OOD
7151e03c7e1477867577598abc24f59d	a group of trees in a grassy area.	OOD
54265ccd01704697e458ceda4fb90bd4	a large green plant growing in a forest.	OOD
3897561ddfb9fe0529fd9ab9773f063c	a white flower is growing in the grass.	OOD
3d312e1669e9b9a04240943cc91fcaaf	a group of green plants growing in the dirt.	OOD
d4f3c4f8438f2b122811b874e6894eab	a close up of a branch with a tree in the background.	OOD
704283e5d4932e27778f1438052fe102	a purple flower is growing in the grass.	OOD
db9e7482233be6fe532f61c2b57557a1	a small white flower on a tree branch.	OOD
2cef4f5745eba4eeea1ba2ddccafb07c	a close up of green leaves on a ground.	OOD
b92829357eb1d4b16f0b56e7ada30394	a group of purple and yellow flowers in the dirt.	OOD
fadab862b5101eb9666b51b41a4591e7	a small tree with white flowers on it.	OOD
4d85356f3af0c826a2404e91f6f06ea6	a small orange flower on a tree.	OOD
de48ccdf6dad1d65c9bf8b7d86bd1a25	a large tree on the side of a hill.	OOD
fb74a6266e35138f293709580edee0df	a bunch of yellow flowers in the grass.	OOD
59cd45c59658733889ffd115322e57ba	a close up of a small white flower on a green plant.	OOD
d3cf2d4b7f0457803a26b002a13f6ecd	a yellow flower is growing in the grass.	OOD
fe59ab5ccc0fa1ea7a366f262dd491de	a bunch of flowers and leaves on a plant.	OOD
c657540380dde5ac0ad993c01d26bf23	a group of flowers and leaves in the grass.	OOD
73b912806205905fa6c35a4f6b4b53e2	a group of pink flowers in a garden.	OOD
7c3fcf9ad6551b34b1b2c9fa4ea54088	a close up of a green plant with red leaves.	OOD
6a4dff0e3712d853fdc4bdffd121ad28	a bunch of purple flowers growing on a plant.	OOD
6ca2418225b716ba8f24cd8f13fa061b	a close up of a small white flower on a tree.	OOD
02151ee391545d457ca32f7bfa5059d0	a close up of a green plant with leaves.	OOD
ba2bf1d8c3cbf7aabea559fb5c077431	a close up of a green leaf with a hand holding it.	OOD
e3de488612effd23104c45e758eaa2ba	a group of plants growing in a green moss.	OOD
8c6415dcfc780865783a1298551b3939	a green grass and plants in a field.	OOD
b4670ed69840865be02c08e1bb9f8075	a small white flower in the grass with purple flowers.	OOD
d22aa658a52eb9da9b4ee09761ee1cec	a close up of a branch with leaves on it.	OOD
74726866c03feae443ee449a23f48176	a purple flower is growing in the grass.	OOD
313309ba646f856ec69941ef41f38823	a green plant growing on a rock.	OOD
ea02f4155bf751e0a9c6e35fe1f48b6d	a yellow flower in the middle of a field.	OOD
8c144f5eae6ddfa8efaffe9b84c5283f	a close up of a green flower with leaves.	OOD
02597f76237cdf16537d2a8be16b37f0	a close up of a green plant with leaves.	OOD
1f30c71336899c2d0d0915c38c5b6b2c	a bunch of white flowers growing in the grass.	OOD
647e84e7789981b18f5a6ce7d04fb798	a group of white flowers in a field.	OOD
747599b823474ad4760b914a0f0d36cb	a hand is holding a small green plant.	OOD
429368b11b326c498e27714d6b28950d	a small pine tree with needles and leaves.	OOD
fb85170a7a854ef96a1973b9732be15a	a group of red leaves on a tree branch.	OOD
65b0e45189004dba30dddd4e8044d5b2	a tree with orange leaves in the woods.	OOD
65ffac8529028352461d6303f1c21932	a group of yellow flowers in a field.	OOD
4996050ea876cd7fb7184ba7e0d951cc	a close up of a green plant with leaves.	OOD
411ebf4c75e46a39f1b2e1b65b74bc85	a close up of a plant with leaves on a tree.	OOD
e9e436a746ecc41e3d973d15d949efed	a bunch of flowers growing in a field.	OOD
