smeared_0104	a sunset over the ocean with waves in the water.	smeared
smeared_0115	a painting of a woman holding a cell phone.	smeared
smeared_0133	a black and white photo of a plant on a fence.	smeared
smeared_0135	a close up of a large white fire in the air.	smeared
smeared_0117	a painting of a building and a tree.	smeared
smeared_0062	a close up of a blue wave of water.	smeared
smeared_0032	a sign on the side of a map.	smeared
smeared_0109	a close up of a person wearing a red robe.	smeared
smeared_0097	a black and white photo of a painting of a man.	smeared
smeared_0046	a close up of a pink liquid with ice.	smeared
smeared_0070	a painting of red flowers in a field.	smeared
smeared_0144	a painting of a woman with red hair and flowers.	smeared
smeared_0134	a painting of a green and red field with water.	smeared
smeared_0126	a close up of a green face with a painted nose.	smeared
smeared_0128	a painting of a desert with a person.	smeared
smeared_0120	a painting of boats in the water.	smeared
smeared_0099	a white dirt floor with a lot of white paint on it.	smeared
smeared_0027	a close up of a large amount of red flowers.	smeared
smeared_0073	a green background with a lot of lights on it.	smeared
smeared_0033	a painting of a woman in a blue dress.	smeared
smeared_0055	a red graffiti on the side of a red wall.	smeared
smeared_0139	a close up of a woman with red makeup on her face.	smeared
smeared_0072	a close up of a dirty table with a brown surface.	smeared
smeared_0107	a close up of a white and black rug.	smeared
smeared_0035	a shadow of a person on the side of a wall.	smeared
smeared_0034	a shadow of a tree on the side of a wall.	smeared
smeared_0053	a painting of a person in the water.	smeared
smeared_0065	a painting of a city street in a blurry background.	smeared
smeared_0019	a close up of a green water surface.	smeared
smeared_0041	a close up of a face made of blood.	smeared
smeared_0074	a blurry image of water and rain drops on a window.	smeared
smeared_0028	a large amount of colorful beads on a wall.	smeared
smeared_0112	a group of blue and red paint on a red surface.	smeared
smeared_0076	a baseball sitting on top of a table.	smeared
smeared_0092	a close up of the shadow of a tree.	smeared
smeared_0089	a close up of a bed with a blanket.	smeared
smeared_0042	a green background of a blurry green field.	smeared
smeared_0038	a painting of a bunch of red leaves on a table.	smeared
smeared_0123	a close up of a green background of a person.	smeared
smeared_0026	a textured background of a brown dirt and grass.	smeared
smeared_0067	a close up of a colorful abstract background.	smeared
smeared_0049	a brick wall with a brick face on it.	smeared
smeared_0023	a painting of a wet wall with a tree.	smeared
smeared_0093	a close up of a brown tree trunk.	smeared
smeared_0149	a painting of a bunch of trees in a field.	smeared
smeared_0122	a blurry picture of a red and yellow fire.	smeared
smeared_0138	a painting of a tree in the background.	smeared
smeared_0068	a close up of a brown and yellow texture.	smeared
smeared_0083	a blurry picture of a painting of people in a room.	smeared
smeared_0111	a painting of a woman with purple eyes and a pink nose.	smeared
smeared_0143	a close up of a colorful abstract painting of a face.	smeared
smeared_0141	a painting of a tree in the water.	smeared
smeared_0060	a painting of a woman in a dress on a rock.	smeared
smeared_0142	a painting of a woman with her eyes.	smeared
smeared_0045	a red background with white flowers on a red wall.	smeared
smeared_0124	a close up of a wave in the water.	smeared
smeared_0043	a purple background of a wooden surface with a wooden table.	smeared
smeared_0086	a blurry picture of a woman in a plastic bag.	smeared
smeared_0091	a close up of the trunk of a tree with leaves.	smeared
smeared_0095	a close up of a painting of a bed.	smeared
smeared_0082	a texture of a rock with a dirt on it.	smeared
smeared_0036	a close up of a person sleeping in a bed.	smeared
smeared_0113	a close up of a person holding a red object.	smeared
smeared_0131	a painting of a large orange bird.	smeared
smeared_0087	a blurry picture of a cloud in the sky.	smeared
smeared_0106	a close up of a person with a yellow shirt.	smeared
smeared_0064	a colorful painting of a psychedelic looking abstract background.	smeared
smeared_0094	a close up of the wood of a bed.	smeared
smeared_0103	a close up of a red painting of a face.	smeared
smeared_0056	a group of colorful vases sitting on top of a table.	smeared
smeared_0140	a painting of a woman walking in a field.	smeared
smeared_0147	a close up of a red sauce on a plate.	smeared
smeared_0121	a close up of a blue light on a person's face.	smeared
smeared_0039	a close up of a pizza with cheese and toppings.	smeared
smeared_0136	a close up of a long white hair item.	smeared
smeared_0078	a close up of a colorful blurry image of leaves.	smeared
smeared_0031	a large white wall with a lot of dirt on it.	smeared
smeared_0079	a close up of a colorful painting of a tree.	smeared
smeared_0075	a painting of a tree in a field.	smeared
smeared_0110	a purple and green sky with trees and clouds.	smeared
smeared_0081	a close up of a texture of a rock.	smeared
smeared_0119	a picture of a large wave in the sky.	smeared
smeared_0116	a pink and purple sky with a pink sunset.	smeared
smeared_0096	a painting of dogs with their eyes in a painting.	smeared
smeared_0050	a black and white photo of a city street.	smeared
smeared_0020	a close up of a colorful picture of a glass table.	smeared
smeared_0146	a painting of a woman with red lipstick on her face.	smeared
smeared_0029	a painting of a house made of wood with a tree.	smeared
smeared_0132	a blurry picture of a red and white fire.	smeared
smeared_0150	a painting of trees on a wall.	smeared
smeared_0017	a painting of a mountain range in a painting.	smeared
smeared_0030	a close up of the skin of a pizza.	smeared
smeared_0127	a close up of a red flower with red petals.	smeared
smeared_0114	a close up of a large green feathers on a bird.	smeared
smeared_0057	a shadow of a person walking on the sand.	smeared
smeared_0108	a close up of a woman with her face with makeup on her face.	smeared
smeared_0125	a painting of a barn and a house.	smeared
smeared_0118	a close up of the tye of a shirt with a flower on it.	smeared
smeared_0090	a painting of grass in the water.	smeared
smeared_0137	a painting of a tree and a wall.	smeared
smeared_0047	a city at night with lights on the water.	smeared
smeared_0130	a close up of a piece of plastic with ice.	smeared
smeared_0052	a painting of a green ocean with waves.	smeared
smeared_0069	a painting of a snow covered mountain with snow.	smeared
smeared_0040	a painting of a rock in the water.	smeared
smeared_0018	a painting of a bird with red feathers on its head.	smeared
smeared_0077	a brown background of a bark of a tree.	smeared
smeared_0058	a close up of a green apple with red petals.	smeared
smeared_0024	a black and white cat laying on a blue blanket.	smeared
smeared_0102	a statue of a man with a green paint on his face.	smeared
smeared_0066	a painting of a yellow and red abstract background.	smeared
smeared_0129	a painting of a red abstract painting of a woman.	smeared
smeared_0022	a close up of a metal sculpture of a vase.	smeared
smeared_0085	a close up of a tree with leaves.	smeared
smeared_0048	a close up of a body of water with waves.	smeared
smeared_0101	a painting of a tree and a forest.	smeared
smeared_0148	a painting of a stream of water with a pencil.	smeared
smeared_0100	a blurry picture of fish in a pond.	smeared
smeared_0044	a cat is laying in the middle of a bunch of plants.	smeared
striped_0077	a close up of two zebras standing next to each other.	striped
striped_0086	a close up of a zebra's stripes on the side of it.	striped
striped_0047	a close up of the stripes of a zebra.	striped
striped_0024	a close up of the stripes of a zebra.	striped
striped_0084	a close up of the stripes of a zebra.	striped
striped_0029	a close up of the stripes of a zebra.	striped
striped_0088	a close up of the stripes of a zebra.	striped
striped_0087	a close up of a cake with a piece of bread.	striped
striped_0098	a close up of the stripes of a zebra.	striped
striped_0044	a close up of the back of a zebra.	striped
striped_0093	a close up of the back of a zebra.	striped
striped_0107	a black and white bed spread with waves on it.	striped
striped_0052	a close up of the back of a zebra.	striped
striped_0054	a close up of the back of a zebra.	striped
striped_0032	a close up of the stripes of a zebra.	striped
striped_0076	a close up of the back of a zebra.	striped
striped_0022	a close up of a zebra with holes in it.	striped
striped_0034	a close up of the back of a zebra.	striped
striped_0051	a close up of the stripes of a zebra.	striped
striped_0101	a close up of the stripes of a zebra.	striped
striped_0031	a close up of the back of a zebra.	striped
striped_0078	a close up of the stripes of a zebra.	striped
striped_0089	a close up of the stripes of a zebra.	striped
striped_0046	a close up of the stripes of a zebra.	striped
striped_0005	a close up of the stripes of a zebra.	striped
striped_0106	a close up of a suitcase with a striped shirt.	striped
striped_0003	a leaf on a towel on a bed.	striped
striped_0060	a close up of a striped blanket.	striped
striped_0075	a close up of the stripes of a zebra.	striped
striped_0068	a close up of the back of a zebra.	striped
striped_0118	a purple and black striped background with a purple design.	striped
striped_0074	a close up of the stripes of a zebra.	striped
striped_0073	a close up of the stripes of a zebra.	striped
striped_0114	a close up of a striped blanket on a bed.	striped
striped_0105	a close up of a zebra striped pumpkin.	striped
striped_0064	a close up of the stripes of a zebra.	striped
striped_0014	a close up of a close up view of a metal object.	striped
striped_0037	a close up of a zebras stripes on its body.	striped
striped_0049	a close up of a zebra's body with its head.	striped
striped_0063	a close up of the back of a zebra.	striped
striped_0058	a close up of the stripes of a zebra.	striped
striped_0108	a view of a street from a window.	striped
striped_0124	a close up of a long hair item.	striped
striped_0079	a close up of the stripes of a zebra.	striped
striped_0026	a close up of the back of a zebra.	striped
striped_0030	a black and white photo of a zebra.	striped
striped_0100	a close up of the stripes of a zebra.	striped
striped_0123	a close up of the back of a white curtain.	striped
striped_0070	a close up of the stripes of a zebra.	striped
striped_0002	a close up of the stripes of a zebra.	striped
striped_0008	a close up of the back of a zebra.	striped
striped_0010	a close up of a zebra standing on the ground.	striped
striped_0122	a close up of a zebra swimming in a tank.	striped
striped_0039	a close up of a zebra print pillow with a person.	striped
striped_0097	a close up of a zebra's face with its stripes.	striped
